id.source,id.local,id.global,firstName,lastName,nameAtBirth,dateOfBirth,placeOfBirth,plz,city
org,5589705124012639989,5589705124012639989,Gerhard,Wild,,30.11.1965,,22844,Norderstedt
dup,5589705124012639989,5589705124012639989,Gerhard,Wild,,30.11.1965,,,
org,5639047617944862117,5639047617944862117,Waldemar,Barthel,Barthel,09.02.1969,Fockbek,24787,Fockbek
dup,5639047617944862117,5639047617944862117,Waldemar,Barthel,Barthel,09.02.1969,Fockbek,,
org,5641327355097038547,5641327355097038547,Armin,Hinz,,05.06.1960,,63939,Weilbach
dup,5641327355097038547,5641327355097038547,Armin,Hinz,,05.06.1960,,63939,Weilbach
org,5642752619536626776,5642752619536626776,Anton,Muehlberger,,31.10.1950,,70376,Stuttgart
dup,5642752619536626776,5642752619536626776,Anton,Stock-Muehlberger,,31.10.1950,,70376,Stuttgart
org,5681406488060120029,5681406488060120029,Roberto,Kraft,,14.01.1957,,44141,Dortmund
dup,5681406488060120029,5681406488060120029,Robkrto,Kwraft,,14.01.1957,,44141,Dotrmund
org,5737141638811074205,5737141638811074205,Kerstin,Brecht,,01.04.1967,,,
dup,5737141638811074205,5737141638811074205,Kerstin,Brecht,,01.04.1967,,,
org,5768062769822675233,5768062769822675233,Boris,Rieger,,28.10.1966,,14052,Berlin
dup,5768062769822675233,5768062769822675233,soris,Riegoer,,28.10.1966,,14052,eBrlin
org,5774997798225949328,5774997798225949328,Helmut,Kraft,Kraft,06.05.1954,Felsberg,,
dup,5774997798225949328,5774997798225949328,Helmut,Kraft,Kraft,06.05.1954,Felsberg,,
org,5792124947635716500,5792124947635716500,Hartmut,Schubert,,18.01.1982,,47138,Duisburg
dup,5792124947635716500,5792124947635716500,Hartmuh,Schubertt,,18.01.1982,,47138,Duisbugr
org,5822507147591632142,5822507147591632142,Werner,Reuter,,10.10.1984,,44229,Dortmund
dup,5822507147591632142,5822507147591632142,Werner,Reuter,,10.10.1984,,44229,Dortmund
org,5833349718278557672,5833349718278557672,Zimmermann,Zimmermann,,29.04.1975,,,
dup,5833349718278557672,5833349718278557672,Zimmermann Gertrud,Zimmermann,,29.04.1975,,,
org,5958022720784057900,5958022720784057900,Klaus,Rauh,,14.02.1965,,76149,Karlsruhe
dup,5958022720784057900,5958022720784057900,Klaus,Rauh,,14.02.1965,,,
org,6007253485380388549,6007253485380388549,Sigrid,Seidl,,23.08.1953,,97422,Schweinfurt
dup,6007253485380388549,6007253485380388549,Sigrid,Seidl,,23.08.1953,,,
org,6020776712489879383,6020776712489879383,Walter,Koenig,Muth,16.08.1987,Berlin,12045,Berlin
dup,6020776712489879383,6020776712489879383,Walter,Schmuck,Muth,16.08.1987,Berlin,12045,Berlin
org,6101864909204374500,6101864909204374500,Wilhelm,Sauer,Sauer,10.07.1962,Berlin,,
dup,6101864909204374500,6101864909204374500,Wilhelm,Roesler-Sauer,Sauer,10.07.1962,Berlin,,
org,6143705767691662823,6143705767691662823,Lars,Stahl,,05.08.1960,,70565,Stuttgart
dup,6143705767691662823,6143705767691662823,Lars Armin,Stahl,,05.08.1960,,70565,Stuttgart
org,6161808042004596269,6161808042004596269,Regina,Boettcher,Bach,30.05.1959,Schoeneck,23936,Warnow
dup,6161808042004596269,6161808042004596269,Regina,Breuer,Bach,30.05.1959,Schoeneck,23936,Warnow
org,6198808230584956786,6198808230584956786,Edeltraud,Brill,Brill,08.05.1948,Altena,59174,Kamen
dup,6198808230584956786,6198808230584956786,Edeltraud Erika,Brill,Brill,08.05.1948,Altena,59174,Kamen
org,6240677068902543933,6240677068902543933,Stephan,Becker,,01.01.1999,,37083,Goettingen
dup,6240677068902543933,6240677068902543933,Stephan,Becker,,01.01.1999,,37083,Goettingen
org,6247144995335848975,6247144995335848975,Hertha,Storm,,24.06.1981,,04626,Wildenboerten
dup,6247144995335848975,6247144995335848975,Hertha,Storm-Walther,,24.06.1981,,04626,Wildenboerten
org,6327564676415141815,6327564676415141815,Rudolf,Krauss,,24.11.1965,,,
dup,6327564676415141815,6327564676415141815,Rudolf,Krauss,,24.11.1965,,,
org,6359354739911443209,6359354739911443209,Ilse,Krause,,14.06.1986,,,
dup,6359354739911443209,6359354739911443209,Ilse,Klein,Krause,14.06.1986,,,
org,6360166692062410813,6360166692062410813,Wojciech,Zobel,,17.10.1981,,14552,Wildenbruch
dup,6360166692062410813,6360166692062410813,Wojciech,Hartmann,Zobel,17.10.1981,,14552,Wildenbruch
org,6398582452006138845,6398582452006138845,Reinhold,Wolf,,06.02.1956,,74850,Schefflenz
dup,6398582452006138845,6398582452006138845,Reinhold,Keller-Wolf,,06.02.1956,,74850,Schefflenz
org,6406966366758848052,6406966366758848052,Carmen,Plate,,06.10.1970,,15566,Wernsdorf
dup,6406966366758848052,6406966366758848052,Carmen Rita,Plate,,06.10.1970,,15566,Wernsdorf
org,6412939924223802405,6412939924223802405,Edmund,Bender,,22.08.1927,,,
dup,6412939924223802405,6412939924223802405,Edmund,Bender,,22.08.1927,,,
org,6429145229812612172,6429145229812612172,Christa,Thielmann,,11.07.1922,,,
dup,6429145229812612172,6429145229812612172,Christk,Thielymann,,11.07.1922,,,
org,6480519175087803788,6480519175087803788,Doris,Hoelzel,,27.01.1960,,,
dup,6480519175087803788,6480519175087803788,Johannes Doris,Hoelzel,,27.01.1960,,,
org,6515285822894751587,6515285822894751587,Elke,Jansen,,14.02.1983,,,
dup,6515285822894751587,6515285822894751587,Elkd,yJansen,,14.02.1983,,,
org,6522296546541914713,6522296546541914713,Anna,Wagner,,06.12.1973,,32107,Herford
dup,6522296546541914713,6522296546541914713,Anna,Sommer,Wagner,06.12.1973,,32107,Herford
org,6576210659276378003,6576210659276378003,Gerda,Klaus,,30.06.1987,,06809,Roitzsch
dup,6576210659276378003,6576210659276378003,Cornelius Gerda,Klaus,,30.06.1987,,06809,Roitzsch
org,6640037892002104785,6640037892002104785,Sylvia,Specht,,09.04.1963,,13403,Berlin
dup,6640037892002104785,6640037892002104785,Sylvia,Wiest-Specht,,09.04.1963,,13403,Berlin
org,6751315614543334849,6751315614543334849,Franz,Koehler,,21.03.1914,,,
dup,6751315614543334849,6751315614543334849,Franz Hugo,Koehler,,21.03.1914,,,
org,6775395213626619932,6775395213626619932,Simone,Fries,,24.11.1964,,84174,Eching
dup,6775395213626619932,6775395213626619932,Simone,Otto,Fries,24.11.1964,,84174,Eching
org,6804589543858552181,6804589543858552181,Heike,Hofmeister,,18.04.1959,,38304,Wolfenbuettel
dup,6804589543858552181,6804589543858552181,Heike,Pohle,Hofmeister,18.04.1959,,38304,Wolfenbuettel
org,6816785333536274741,6816785333536274741,Werner,Frick,,16.05.1965,,73565,Spraitbach
dup,6816785333536274741,6816785333536274741,Wcrner,Frizck,,16.05.1965,,73565,Spratibach
org,6830226991568537964,6830226991568537964,Erika,Lang,Breuer,10.08.2001,Kaufbeuren,46419,Isselburg
dup,6830226991568537964,6830226991568537964,Erika,Huebner,Breuer,10.08.2001,Kaufbeuren,46419,Isselburg
org,6836503714377581319,6836503714377581319,Irmgard,Buescher,,18.09.1955,,,
dup,6836503714377581319,6836503714377581319,Irmgard,Renner-Buescher,,18.09.1955,,,
org,6891366363983886218,6891366363983886218,Nikola,Lieb,Lieb,05.03.1953,Wiesbaden,65195,Wiesbaden
dup,6891366363983886218,6891366363983886218,Nikola,Lieb,Lieb,05.03.1953,Wiesbaden,,
org,6903193178374949291,6903193178374949291,Michael,Haug,,15.01.2008,,,
dup,6903193178374949291,6903193178374949291,Michael,Haug,,15.01.2008,,,
org,6939808230332844339,6939808230332844339,Ursula,Grimm,,16.02.2006,,51570,Windeck
dup,6939808230332844339,6939808230332844339,Ursula,Hoffmann,Grimm,16.02.2006,,51570,Windeck
dup,6960178169078790664,6960178169078790664,Gisela,Lorenz,,27.09.1996,,63874,Dammbach
dup,6960625179785019138,6960625179785019138,Irmtraud,Hahn,,14.11.1934,,01277,Dresden
dup,6961803464008448906,6961803464008448906,Erwin,Koch,,30.06.1964,,,
dup,6964969335273374032,6964969335273374032,Maria,Umbach,Voss,26.12.1961,Crimmitschau,70176,Stuttgart
dup,6965324505528775172,6965324505528775172,Ferdinand,Schumacher,,25.03.1939,,,
dup,6965698288475225447,6965698288475225447,Maria,Althoff,,27.11.1932,,96164,Kemmern
dup,6968000444822930900,6968000444822930900,Fritz,Hartung,,10.07.1991,,80805,Muenchen
dup,6968028287144773184,6968028287144773184,Marion,Mack,,23.09.1929,,72505,Krauchenwies
dup,6970558376464988559,6970558376464988559,Norbert,Kamp,,27.01.1966,,23556,Luebeck
dup,6976855808736410275,6976855808736410275,Gabriele,Weiner,Neuhaus,09.11.1952,Essen,45329,Essen
dup,6981021493833544162,6981021493833544162,Manfred,Mader,,09.12.1972,,47259,Duisburg
dup,6981264177478651176,6981264177478651176,Renate,Moeller,,05.08.1956,,78476,Allensbach
dup,6982185452621547779,6982185452621547779,Rosemarie,Stocker,,13.12.1927,,94081,Fuerstenzell
dup,6982757596654449398,6982757596654449398,Hanna,Runkel,,26.08.1938,,26655,Westerstede
dup,6983097290169141532,6983097290169141532,Bernhard,Baier,,12.07.1997,,58256,Ennepetal
dup,6987224169384031537,6987224169384031537,Marie-Luise,Heim,,03.07.1936,,86576,Schiltberg
dup,6987904966287799170,6987904966287799170,Josef,Will,,22.01.2007,,67483,Kleinfischlingen
dup,6990461875471598573,6990461875471598573,Regina,Gries,,17.12.1977,,08066,Zwickau
dup,6990657252121164869,6990657252121164869,Alfred,Huebner,,17.06.1963,,,
dup,6991580520100769976,6991580520100769976,Klaus,Graef,,08.01.1953,,,
dup,6993818143812728239,6993818143812728239,Grit,Conrad,,17.05.1934,,51371,Leverkusen
dup,6995460413648322298,6995460413648322298,Bernhard,Wagner,,24.04.1989,,39218,Barleben
dup,6995778867211421074,6995778867211421074,Horst,Fischer,,08.11.1958,,,
dup,6996016027619574533,6996016027619574533,Josef,Heinemann,Heinemann,24.08.1939,Vogt,88267,Vogt
dup,6997579805712103967,6997579805712103967,Theresia,Deppe,Deppe,19.11.1936,Scheidegg,,
dup,6997688863970475243,6997688863970475243,Frank,Wilhelm,,01.04.1944,,45138,Essen
dup,6997946971970620952,6997946971970620952,Carola,Ebert,,01.05.1950,,18435,Stralsund
dup,6998136544746057753,6998136544746057753,Birgit,Weinhold,,01.01.1989,,81673,Muenchen
dup,7001366615811735185,7001366615811735185,Thomas,Pfeiffer,Pfeiffer,17.06.1950,Stubben,27616,Stubben
dup,7003269134921121937,7003269134921121937,Edgar,Schober,,08.01.2000,,53340,Meckenheim
dup,7003913230701739762,7003913230701739762,Harry,Baumgarten,,06.02.1924,,22589,Hamburg
dup,7004251691314006793,7004251691314006793,Alfred,Fath,,19.05.1998,,47443,Moers
dup,7004421101880784238,7004421101880784238,Eva,Schulze,,09.01.1959,,26209,Hatten
dup,7005191303788541650,7005191303788541650,Hubert,Hoffmann,Schubert,05.10.1978,Buxtehude,,
dup,7005258553205804323,7005258553205804323,Heinrich,Doering,Doering,15.09.1986,Aulendorf,88326,Aulendorf
dup,7007432015424436294,7007432015424436294,Georg,Walz,,31.10.2009,,08451,Crimmitschau
dup,7007531382058208217,7007531382058208217,Karl,Koellner,,22.03.2006,,28865,Lilienthal
dup,7009846982082804449,7009846982082804449,Willi,Kempf,,25.05.1966,,40597,Duesseldorf
dup,7010340078129202539,7010340078129202539,Margitta,Horn,,06.07.1931,,12163,Berlin
org,7015040663181373697,7015040663181373697,Regina,Klein,Klein,26.10.1965,Saterland,83371,Seeon-Seebruck
dup,7015040663181373697,7015040663181373697,begina,lKlein,Klein,26.10.1965,Saterland,83371,Seeon-Seebruck
dup,7015329585887723549,7015329585887723549,Sonja,Koenig,,26.05.1959,,24768,Rendsburg
dup,7015533797252183090,7015533797252183090,Peter,Eck,,05.06.1999,,14199,Berlin
dup,7015607617980511875,7015607617980511875,Leszek,Mai,,03.09.1949,,91056,Erlangen
dup,7017422280409039520,7017422280409039520,Reinhard,Wirth,,02.05.1940,,86863,Langenneufnach
dup,7018562975605174887,7018562975605174887,Mathilde,Hager,,06.06.1979,,85452,Moosinning
dup,7020135082648226964,7020135082648226964,Andrea,Mueller,,29.01.2009,,70435,Stuttgart
dup,7021159063608247505,7021159063608247505,Klaus,Vogel,,22.04.1994,,83301,Traunreut
dup,7022714327962400259,7022714327962400259,Siegfried,Meyer,Meyer,09.11.1940,Stubben,04758,Oschatz
dup,7023659632066119836,7023659632066119836,Klara,Diederichs,,22.09.1960,,06766,Wolfen
dup,7023890604294060744,7023890604294060744,Helmut,Mayer,,06.06.1952,,,
dup,7024737659879862826,7024737659879862826,Sabine,Franke,,22.12.1931,,98574,Schmalkalden
dup,7026306510428195143,7026306510428195143,Alfredo,Oehler,,11.03.1943,,53359,Rheinbach
dup,7027766932751142195,7027766932751142195,Stephanie,Mueller,,08.10.1942,,30890,Barsinghausen
dup,7029465800625141051,7029465800625141051,Philipp,Krueger,,15.05.1929,,01896,Pulsnitz
dup,7029694298386811304,7029694298386811304,Erich,Lange,,26.02.1958,,55606,Otzweiler
dup,7030083703258331322,7030083703258331322,Andrea,Hamann,,26.12.1971,,84130,Dingolfing
dup,7031100914888520389,7031100914888520389,Eva,Boehme,,24.06.1966,,,
dup,7031263084922880932,7031263084922880932,Ute,Hecht,,04.04.1991,,15738,Zeuthen
dup,7031342427152430395,7031342427152430395,Barbara,Klose,Klose,09.01.1989,Hattersheim,65812,Hattersheim
dup,7040102549686075620,7040102549686075620,Klaus-Dieter,Ritter,,20.12.1960,,21031,Hamburg
dup,7040181012495972094,7040181012495972094,Ulrike,Grassl,,15.07.1961,,88260,Argenbuehl
dup,7040377073489234306,7040377073489234306,Lisa,Burkhard,,27.07.1937,,40882,Ratingen
dup,7040883413513582135,7040883413513582135,Josef,Neumann,,19.09.2001,,82383,Hohenpeissenberg
dup,7041202605151467893,7041202605151467893,Monika,Schulz,,03.08.1980,,,
dup,7041581529081887029,7041581529081887029,Jan,Horvath,,13.07.1970,,63225,Langen
org,7044378172044457031,7044378172044457031,Barbara,Wahl,,09.03.1963,,73540,Heubach
dup,7044378172044457031,7044378172044457031,Barbara,Hoffmann-Wahl,,09.03.1963,,73540,Heubach
dup,7044466418715441322,7044466418715441322,Andrea,Schaub,,19.04.1961,,82269,Geltendorf
org,7045262839001533175,7045262839001533175,Alfred,Wolf,Wolf,03.05.1968,Hamm,59073,Hamm
dup,7045262839001533175,7045262839001533175,hlfred,Wholf,Wolf,03.05.1968,Hamm,59073,Hamm
org,7046281740435604651,7046281740435604651,Arnold,Klein,,02.03.1956,,80997,Muenchen
dup,7046281740435604651,7046281740435604651,Agnold,Klgein,,02.03.1956,,80997,Muenhcen
dup,7047579561577172352,7047579561577172352,Margret,Lauer,,08.02.1959,,12489,Berlin
dup,7050349739723476137,7050349739723476137,Georg,Zimmermann,,26.03.1982,,84544,Winhoering
dup,7051401082920614937,7051401082920614937,Cosima,Schmitt,,13.03.1919,,56566,Neuwied
dup,7051767377076599496,7051767377076599496,Hans-Peter,Held,,28.08.1936,,31785,Hameln
dup,7052454801051369563,7052454801051369563,Dieter,Frank,,27.05.1988,,04824,Brandis
dup,7053688489784985595,7053688489784985595,Volker,Brandt,,08.04.1993,,66399,Mandelbachtal
dup,7054665696443022315,7054665696443022315,Christian,Winter,,01.04.1943,,47167,Duisburg
dup,7056607340173479801,7056607340173479801,Alexandra,Noll,,03.03.1923,,51103,Koeln
dup,7056854761186832849,7056854761186832849,Olaf,Feld,Dahlke,12.09.1992,Syke,28857,Syke
dup,7057255095618194467,7057255095618194467,Birgit,Fischer,,27.02.1947,,45147,Essen
dup,7057690520891574036,7057690520891574036,Barbara,Burkhard,,28.04.2003,,,
dup,7057713866927945820,7057713866927945820,Christa,Foerster,,21.09.1995,,26215,Wiefelstede
dup,7059139040491978631,7059139040491978631,Eva,Lux,,23.12.1992,,,
dup,7061020007461308350,7061020007461308350,Luzie,Rahn,,15.09.1928,,83556,Griesstaett
dup,7062713252859262252,7062713252859262252,Martin,Mueller,,21.10.1961,,,
dup,7062975599538947773,7062975599538947773,Juergen,Gerber,,26.06.1948,,49828,Osterwald
dup,7065020882361826703,7065020882361826703,Bernd,Frank,,26.01.2008,,33098,Paderborn
dup,7065825437506452961,7065825437506452961,Roy,Gross,Gross,21.03.1981,Ludwigsburg,71636,Ludwigsburg
dup,7066573704251359019,7066573704251359019,Kaethe,Schmitz,,01.10.1970,,,
dup,7066879540242696515,7066879540242696515,Ines,Just,,07.02.1974,,,
dup,7070423087049653768,7070423087049653768,Barbara,Becker,,27.05.1997,,70195,Stuttgart
dup,7076750550963670232,7076750550963670232,Hilmar,Krieger,,27.07.1983,,51379,Leverkusen
dup,7078714526976200014,7078714526976200014,Andrea,Wanke,Vogel,03.08.1940,Mannheim,57074,Siegen
dup,7080443382401810690,7080443382401810690,Ursula,Moeller,Moeller,04.05.1971,Neutraubling,93073,Neutraubling
dup,7082126770130304607,7082126770130304607,Johann,Wessels,,22.10.1952,,28259,Bremen
dup,7082499057336796500,7082499057336796500,Nadine,Stolze,,15.07.1935,,46397,Bocholt
dup,7082627471933879537,7082627471933879537,Marie,Piotrowski,,15.08.1947,,90766,Fuerth
org,7083208632489952704,7083208632489952704,Robert,Luft,,31.10.1942,,34125,Kassel
dup,7083208632489952704,7083208632489952704,Robert,Luft,,31.10.1942,,34125,Kassel
dup,7083847050666750414,7083847050666750414,Doris,Holler,Grau,08.12.1951,Leipzig,04209,Leipzig
dup,7086239092845002926,7086239092845002926,Marina,Wiegand,,23.03.1979,,04617,Treben
dup,7086709522009275570,7086709522009275570,Ursula,Kaminski,Rohde,06.01.1938,Wirschweiler,55758,Wirschweiler
dup,7087752338223286207,7087752338223286207,Gerd,Zimmermann,,15.01.1971,,85276,Hettenshausen
dup,7090642560471223666,7090642560471223666,Edelgard,Alex,,31.07.2004,,68167,Mannheim
dup,7091077252214340083,7091077252214340083,Natalia,Wieland,,04.12.1930,,88131,Bodolz
dup,7092457954774763959,7092457954774763959,Uta,Kremer,,09.09.1981,,28217,Bremen
dup,7096533382529793912,7096533382529793912,Regina,Peters,,09.04.1958,,04849,Kossa
dup,7097901623974838431,7097901623974838431,Elfriede,Schmitz,Schmitz,21.12.1943,Wolfsegg,93195,Wolfsegg
dup,7098779688287752024,7098779688287752024,Angela,Stadler,,19.08.1946,,49733,Haren
dup,7100439737900709893,7100439737900709893,Michael,Kempf,,10.09.1990,,23730,Sierksdorf
dup,7100669814003842264,7100669814003842264,Sandra,Strasser,,29.05.1952,,,
dup,7100801293808352097,7100801293808352097,Maria,Voges,Voges,20.09.1948,Graefenberg,91322,Graefenberg
dup,7101820404050775392,7101820404050775392,Renate,Kirchner,,03.03.1960,,10555,Berlin
dup,7102395004208266219,7102395004208266219,Klaus,Beckmann,,25.02.1959,,,
dup,7102621455473094829,7102621455473094829,Alexander,Mueller,,28.02.1970,,,
dup,7104162826630219301,7104162826630219301,Karl,Kreuzer,,16.09.1941,,,
dup,7109267462599492015,7109267462599492015,Thomas,Lohse,,07.04.1976,,23936,Warnow
dup,7114686165659828698,7114686165659828698,Monique,Geissler,,04.03.1926,,,
dup,7114788572139964453,7114788572139964453,Paul,Baumgarten,,19.03.1927,,33129,Delbrueck
dup,7115044189574418377,7115044189574418377,Susanne,Rauch,,16.08.1941,,42117,Wuppertal
dup,7115774326368419348,7115774326368419348,Regina,Neumann,,21.01.1971,,84489,Burghausen
dup,7117710362151728266,7117710362151728266,Wolfgang,Duerr,,22.08.1965,,31008,Elze
dup,7118040731321875811,7118040731321875811,Sonja,Kiesel,,26.10.1958,,56355,Winterwerb
dup,7118065020486662084,7118065020486662084,Otto,Roemer,,05.06.1993,,25474,Hasloh
dup,7120002846132421980,7120002846132421980,Anja,Mauch,,05.03.1944,,14774,Rhinow
dup,7120341542700170799,7120341542700170799,Elke,Bauer,,15.12.1938,,,
dup,7121573250288302884,7121573250288302884,Werner,Klink,,24.03.1954,,32105,Herford
dup,7122380827852753511,7122380827852753511,Magdalena,Schroeder,,13.01.1920,,25855,Haselund
dup,7123601520239099315,7123601520239099315,Rosa,Schiebel,,15.04.1992,,22175,Hamburg
dup,7125019158713485445,7125019158713485445,Florence,Manz,,28.04.1995,,64347,Griesheim
dup,7127069810539777837,7127069810539777837,Susanne,Traut,,26.03.1959,,28359,Bremen
dup,7127805732774823473,7127805732774823473,Johanna,Wassermann,,17.07.1952,,01896,Pulsnitz
dup,7128548575444450185,7128548575444450185,Hedwig,Blank,,07.04.1962,,,
dup,7129332531532481064,7129332531532481064,Ingrid,Wolf,,25.09.1975,,40474,Duesseldorf
dup,7129661253740347690,7129661253740347690,Aziz,Wahl,,17.10.1969,,06667,Weissenfels
dup,7130340782618423926,7130340782618423926,Elke,Wegner,Wegner,07.12.1983,Michelbach,07745,Jena
dup,7130360529887841734,7130360529887841734,Leonhard,Hausmann,,09.07.1992,,73249,Wernau
dup,7130968924015606814,7130968924015606814,Helga,Freese,,30.11.1962,,83367,Petting
dup,7131854563375861303,7131854563375861303,Birgit,Berg,,03.05.1980,,67240,Bobenheim-Roxheim
dup,7132146956420823612,7132146956420823612,Ludger,Mueller,,21.01.2000,,30659,Hannover
dup,7133533298101208437,7133533298101208437,Baerbel,Ehlers,Ehlers,20.05.1960,Sehlem,54518,Sehlem
dup,7135785557034551171,7135785557034551171,Joachim,Roth,,02.05.1985,,35583,Wetzlar
dup,7135904678324619367,7135904678324619367,Thomas,Wolf,,19.02.2003,,,
dup,7136050704194094058,7136050704194094058,Wilhelm,Benz,,28.02.1979,,49084,Osnabrueck
dup,7136103694784117588,7136103694784117588,Helga,Heidenreich,,16.06.1996,,,
dup,7136519976549696620,7136519976549696620,Sandra,Asmus,Asmus,13.10.1969,Schleifreisen,53501,Grafschaft
dup,7138292782908327370,7138292782908327370,Calogero,Schimmel,,26.06.1995,,01277,Dresden
dup,7139664102624545742,7139664102624545742,Bettina,Niemann,,06.05.1958,,,
dup,7139705964115114331,7139705964115114331,Walter,Knittel,,14.01.1943,,26835,Schwerinsdorf
dup,7140251514902460112,7140251514902460112,Detlef,Hennig,,10.02.1966,,01169,Dresden
dup,7142334032847747194,7142334032847747194,Andrea,Walter,,04.11.1973,,,
dup,7145244781573326503,7145244781573326503,Ruth,Frenzel,,11.06.1957,,41189,Moenchengladbach
dup,7147451918889337691,7147451918889337691,Baerbel,Bauer,Barthel,14.09.2010,Wesendorf,29393,Wesendorf
dup,7148474913762723430,7148474913762723430,Angela,Wortmann,,10.11.1946,,22523,Hamburg
dup,7149440076856969061,7149440076856969061,Margot,Marx,Marx,18.08.1965,Dresden,74429,Sulzbach-Laufen
dup,7149622983462964134,7149622983462964134,Hermann,Kaiser,Mueller,10.10.2008,Kaiserslautern,01723,Wilsdruff
dup,7152024086174940685,7152024086174940685,Petra,Loew,,24.05.1962,,,
dup,7153750101369075659,7153750101369075659,Frank,Erdmann,,25.11.1969,,81737,Muenchen
dup,7154957305945307523,7154957305945307523,Michael,Schmitz,,27.09.1947,,83395,Freilassing
dup,7157518001923050378,7157518001923050378,Renate,Merkel,,08.02.1959,,,
dup,7159560304419033032,7159560304419033032,Birgit,Becker,,30.11.2005,,65439,Floersheim
dup,7164613955848485673,7164613955848485673,Walter,Voigt,,05.10.1981,,23826,Todesfelde
dup,7166578243061398137,7166578243061398137,Johann,Reichmann,,06.02.2003,,,
dup,7166674405211746828,7166674405211746828,Wendelin,Danner,Pfister,10.09.1991,Dinkelsbuehl,91550,Dinkelsbuehl
dup,7167251606163403711,7167251606163403711,Fatma,Frank,,19.06.1985,,88085,Langenargen
dup,7170932762303939504,7170932762303939504,Regina,Thiele,,08.03.1986,,67549,Worms
dup,7172804926109103793,7172804926109103793,Eberhard,Fischer,,19.10.1959,,41189,Moenchengladbach
dup,7175164201567866537,7175164201567866537,Joerg,Keil,Wiesner,16.03.1970,Jengen,56459,Winnen
dup,7178326065922424724,7178326065922424724,Ingrid,Mittag,Mittag,03.11.1948,Berlin,10779,Berlin
dup,7180238884592071847,7180238884592071847,Marc,Finke,,17.10.1980,,,
dup,7181249593823116864,7181249593823116864,Birgit,Schmidt,,12.04.2009,,20249,Hamburg
dup,7182639304763393913,7182639304763393913,Roman,Hoffmann,Eggers,23.05.1927,Berlin,10405,Berlin
dup,7183835394808564050,7183835394808564050,Christiane,Kollmann,,27.04.1958,,53797,Lohmar
dup,7185658542599720473,7185658542599720473,Alexander,Hermes,,20.01.1960,,,
dup,7185961632611938323,7185961632611938323,Jan,Mohr,Schulz,18.05.1957,Muenchen,25554,Wilster
dup,7186136199973847934,7186136199973847934,Antje,Fricke,,29.11.1929,,65329,Hohenstein
dup,7186357129439260992,7186357129439260992,Kazim,Schneider,,28.08.1979,,24148,Kiel
dup,7186946162045924742,7186946162045924742,Caecilia,Pohl,Pohl,25.05.2006,Puettlingen,66346,Puettlingen
dup,7187647481529741892,7187647481529741892,Marita,Schulze,,24.12.1943,,34246,Vellmar
dup,7190987231007125715,7190987231007125715,Martina,Fleck,,01.06.1984,,58540,Meinerzhagen
dup,7191684539983544546,7191684539983544546,Gerald,Herrmann,,26.11.1994,,12357,Berlin
dup,7191840336200089958,7191840336200089958,Hans,Schuett,,22.04.1960,,04177,Leipzig
dup,7196667443297600954,7196667443297600954,Martha,Sorg,,16.04.1967,,,
dup,7196979444653929225,7196979444653929225,James,Haberkorn,,27.06.1957,,48329,Havixbeck
dup,7197730098340933937,7197730098340933937,Anja,Frey,,12.01.2003,,,
dup,7198752216713020240,7198752216713020240,Theresia,Meyer,Meyer,07.11.1965,Wahlsdorf,21244,Harmstorf
dup,7199155221960769168,7199155221960769168,Helmut,Wagner,Wagner,03.06.1969,Zschadrass,,
dup,7201422317424824032,7201422317424824032,Herbert,Sand,,16.09.1987,,73432,Aalen
dup,7202243777247136194,7202243777247136194,Cornelia,Heinrich,Heinrich,09.12.1959,Waltenhofen,51105,Koeln
dup,7202487949436274156,7202487949436274156,Barbara,Marx,,20.03.1969,,02692,Obergurig
dup,7205514807736121725,7205514807736121725,Marie-Theres,Schulz,,19.03.1977,,57392,Schmallenberg
dup,7208780506095501571,7208780506095501571,Gerhard,Jaeger,,17.01.1934,,69198,Schriesheim
dup,7210760376728832925,7210760376728832925,Ulrike,Kappler,,13.03.1944,,74366,Gueglingen
dup,7212140420669852737,7212140420669852737,Siegfried,Hahn,,19.08.1983,,,
dup,7213229530814789093,7213229530814789093,Marc,Fink,,29.06.1980,,92348,Freystadt
dup,7215769655261022423,7215769655261022423,Peter,Weiss,Mueller,06.10.1991,Koeln,95336,Mainleus
dup,7216034124828684621,7216034124828684621,Dietmar,Mueller,,13.11.1992,,16306,Zichow
org,7216220845527025590,7216220845527025590,Saskia,Koellner,,08.02.1986,,28865,Lilienthal
dup,7216220845527025590,7216220845527025590,Saskda,Koebllner,,08.02.1986,,28865,Lliienthal
dup,7216844276517221558,7216844276517221558,Bettina,Weber,,27.10.1992,,25596,Wacken
dup,7217465694167649635,7217465694167649635,Claudia,Meier,Meier,14.09.1989,Welschbillig,54298,Welschbillig
dup,7217813744531816478,7217813744531816478,Emilie,Geiger,,02.06.1997,,69493,Birkenau
dup,7219401950501225814,7219401950501225814,Helga,Wirtz,,21.04.1987,,63743,Aschaffenburg
dup,7220427634776557121,7220427634776557121,Uwe,Gaertner,,04.08.1970,,,
dup,7220467712421022188,7220467712421022188,Sandra,Selzer,,03.05.1993,,31693,Hespe
dup,7220778365931440097,7220778365931440097,Roland,Haegele,,10.09.1961,,22337,Hamburg
dup,7221109607489124800,7221109607489124800,Sibylle,Schubert,,15.09.1980,,75365,Calw
dup,7222555884537463738,7222555884537463738,Kurt,Werth,,18.02.1959,,,
dup,7225463981684770064,7225463981684770064,Siegfried,Schoene,,21.11.1982,,,
